Date,Index,YoY
1991-01-01T00:00:00,0.959,-0.041000000000000036
1991-02-01T00:00:00,0.946,-0.06243805748265607
1991-03-01T00:00:00,0.97,-0.04995102840352594
1991-04-01T00:00:00,0.947,-0.035641547861507195
1991-05-01T00:00:00,0.92,-0.04663212435233155
1991-06-01T00:00:00,0.949,-0.028659160696008268
1991-07-01T00:00:00,0.916,-0.023454157782515916
1991-08-01T00:00:00,0.906,-0.02893890675241162
1991-09-01T00:00:00,0.942,-0.06732673267326739
1991-10-01T00:00:00,0.949,-0.0777453838678328
1991-11-01T00:00:00,0.934,-0.10792741165233988
1991-12-01T00:00:00,0.897,-0.07905544147843935
1992-01-01T00:00:00,0.909,-0.05213764337851923
1992-02-01T00:00:00,0.94,-0.006342494714587699
1992-03-01T00:00:00,0.937,-0.03402061855670091
1992-04-01T00:00:00,0.937,-0.010559662090812938
1992-05-01T00:00:00,0.912,-0.008695652173913104
1992-06-01T00:00:00,0.93,-0.02002107481559523
1992-07-01T00:00:00,0.896,-0.02183406113537123
1992-08-01T00:00:00,0.936,0.0331125827814569
1992-09-01T00:00:00,0.953,0.011677282377919429
1992-10-01T00:00:00,0.98,0.03266596417281353
1992-11-01T00:00:00,0.981,0.05032119914346889
1992-12-01T00:00:00,0.968,0.07915273132664424
1993-01-01T00:00:00,0.984,0.08250825082508251
1993-02-01T00:00:00,1.016,0.08085106382978724
1993-03-01T00:00:00,1.025,0.09391675560298807
1993-04-01T00:00:00,1.002,0.06937033084311617
1993-05-01T00:00:00,0.99,0.08552631578947367
1993-06-01T00:00:00,0.988,0.06236559139784936
1993-07-01T00:00:00,0.969,0.08147321428571419
1993-08-01T00:00:00,0.971,0.03739316239316226
1993-09-01T00:00:00,1.008,0.057712486883525704
1993-10-01T00:00:00,1.028,0.04897959183673484
1993-11-01T00:00:00,1.03,0.04994903160040787
1993-12-01T00:00:00,1.004,0.037190082644628086
1994-01-01T00:00:00,0.979,-0.005081300813008172
1994-02-01T00:00:00,1.019,0.0029527559055118058
1994-03-01T00:00:00,1.073,0.04682926829268297
