gemini_id,Degree,datamations_x,datamations_y,datamations_y_tooltip,datamations_y_raw,Lower,Upper
1,Masters,1,90.2263340061763,90.2263340061763,81.9445013836958,89.9152330064628,90.5374350058899
2,Masters,1,90.2263340061763,90.2263340061763,82.8953005648218,89.9152330064628,90.5374350058899
3,Masters,1,90.2263340061763,90.2263340061763,83.2656172472052,89.9152330064628,90.5374350058899
4,Masters,1,90.2263340061763,90.2263340061763,82.899547266541,89.9152330064628,90.5374350058899
5,Masters,1,90.2263340061763,90.2263340061763,90.1877911367919,89.9152330064628,90.5374350058899
6,Masters,1,90.2263340061763,90.2263340061763,90.3138903337531,89.9152330064628,90.5374350058899
7,Masters,1,90.2263340061763,90.2263340061763,90.3365755749401,89.9152330064628,90.5374350058899
8,Masters,1,90.2263340061763,90.2263340061763,89.6885157823563,89.9152330064628,90.5374350058899
9,Masters,1,90.2263340061763,90.2263340061763,89.657391943736,89.9152330064628,90.5374350058899
10,Masters,1,90.2263340061763,90.2263340061763,89.8103184474166,89.9152330064628,90.5374350058899
11,Masters,1,90.2263340061763,90.2263340061763,90.1445505130105,89.9152330064628,90.5374350058899
12,Masters,1,90.2263340061763,90.2263340061763,90.2597002927214,89.9152330064628,90.5374350058899
13,Masters,1,90.2263340061763,90.2263340061763,89.5807276440319,89.9152330064628,90.5374350058899
14,Masters,1,90.2263340061763,90.2263340061763,91.4775695463177,89.9152330064628,90.5374350058899
15,Masters,1,90.2263340061763,90.2263340061763,90.5421400056221,89.9152330064628,90.5374350058899
16,Masters,1,90.2263340061763,90.2263340061763,90.9508253019303,89.9152330064628,90.5374350058899
17,Masters,1,90.2263340061763,90.2263340061763,84.3256172758993,89.9152330064628,90.5374350058899
18,Masters,1,90.2263340061763,90.2263340061763,90.7608228451572,89.9152330064628,90.5374350058899
19,Masters,1,90.2263340061763,90.2263340061763,91.2149588565808,89.9152330064628,90.5374350058899
20,Masters,1,90.2263340061763,90.2263340061763,91.4811559985392,89.9152330064628,90.5374350058899
21,Masters,1,90.2263340061763,90.2263340061763,91.203505871119,89.9152330064628,90.5374350058899
22,Masters,1,90.2263340061763,90.2263340061763,84.1406831252389,89.9152330064628,90.5374350058899
23,Masters,1,90.2263340061763,90.2263340061763,90.900099467719,89.9152330064628,90.5374350058899
24,Masters,1,90.2263340061763,90.2263340061763,91.3447520111222,89.9152330064628,90.5374350058899
25,Masters,1,90.2263340061763,90.2263340061763,90.6169246234931,89.9152330064628,90.5374350058899
26,Masters,1,90.2263340061763,90.2263340061763,91.1798533124384,89.9152330064628,90.5374350058899
27,Masters,1,90.2263340061763,90.2263340061763,91.2493746823166,89.9152330064628,90.5374350058899
28,Masters,1,90.2263340061763,90.2263340061763,91.4049337708857,89.9152330064628,90.5374350058899
29,Masters,1,90.2263340061763,90.2263340061763,91.1165353488177,89.9152330064628,90.5374350058899
30,Masters,1,90.2263340061763,90.2263340061763,91.1068642993923,89.9152330064628,90.5374350058899
31,Masters,1,90.2263340061763,90.2263340061763,90.6704280367121,89.9152330064628,90.5374350058899
