areaCode,areaName,areaType,date,newDeaths28DaysByDeathDate
E12000002,North West,region,2020-10-05,22
E12000002,North West,region,2020-10-04,19
E12000002,North West,region,2020-10-03,23
E12000002,North West,region,2020-10-02,25
E12000002,North West,region,2020-10-01,20
E12000002,North West,region,2020-09-30,22
E12000002,North West,region,2020-09-29,12
E12000002,North West,region,2020-09-28,16
E12000002,North West,region,2020-09-27,14
E12000002,North West,region,2020-09-26,14
E12000002,North West,region,2020-09-25,9
E12000002,North West,region,2020-09-24,13
E12000002,North West,region,2020-09-23,20
E12000002,North West,region,2020-09-22,14
E12000002,North West,region,2020-09-21,3
E12000002,North West,region,2020-09-20,4
E12000002,North West,region,2020-09-19,5
E12000002,North West,region,2020-09-18,6
E12000002,North West,region,2020-09-17,9
E12000002,North West,region,2020-09-16,9
E12000002,North West,region,2020-09-15,5
E12000002,North West,region,2020-09-14,7
E12000002,North West,region,2020-09-13,2
E12000002,North West,region,2020-09-12,8
E12000002,North West,region,2020-09-11,2
E12000002,North West,region,2020-09-10,5
E12000002,North West,region,2020-09-09,6
E12000002,North West,region,2020-09-08,6
E12000002,North West,region,2020-09-07,8
E12000002,North West,region,2020-09-06,4
E12000002,North West,region,2020-09-05,7
E12000002,North West,region,2020-09-04,0
E12000002,North West,region,2020-09-03,2
E12000002,North West,region,2020-09-02,2
E12000002,North West,region,2020-09-01,1
E12000002,North West,region,2020-08-31,2
E12000002,North West,region,2020-08-30,2
E12000002,North West,region,2020-08-29,0
E12000002,North West,region,2020-08-28,3
E12000002,North West,region,2020-08-27,0
E12000002,North West,region,2020-08-26,5
E12000002,North West,region,2020-08-25,5
E12000002,North West,region,2020-08-24,4
E12000002,North West,region,2020-08-23,9
E12000002,North West,region,2020-08-22,3
E12000002,North West,region,2020-08-21,4
E12000002,North West,region,2020-08-20,1
E12000002,North West,region,2020-08-19,1
E12000002,North West,region,2020-08-18,2
E12000002,North West,region,2020-08-17,3
E12000002,North West,region,2020-08-16,1
E12000002,North West,region,2020-08-15,7
E12000002,North West,region,2020-08-14,1
E12000002,North West,region,2020-08-13,2
E12000002,North West,region,2020-08-12,2
E12000002,North West,region,2020-08-11,3
E12000002,North West,region,2020-08-10,2
E12000002,North West,region,2020-08-09,4
E12000002,North West,region,2020-08-08,6
E12000002,North West,region,2020-08-07,3
E12000002,North West,region,2020-08-06,3
E12000002,North West,region,2020-08-05,1
E12000002,North West,region,2020-08-04,2
E12000002,North West,region,2020-08-03,10
E12000002,North West,region,2020-08-02,2
E12000002,North West,region,2020-08-01,1
E12000002,North West,region,2020-07-31,1
E12000002,North West,region,2020-07-30,4
E12000002,North West,region,2020-07-29,4
E12000002,North West,region,2020-07-28,2
E12000002,North West,region,2020-07-27,2
E12000002,North West,region,2020-07-26,3
E12000002,North West,region,2020-07-25,3
E12000002,North West,region,2020-07-24,1
E12000002,North West,region,2020-07-23,3
E12000002,North West,region,2020-07-22,6
E12000002,North West,region,2020-07-21,4
E12000002,North West,region,2020-07-20,2
E12000002,North West,region,2020-07-19,2
E12000002,North West,region,2020-07-18,4
E12000002,North West,region,2020-07-17,4
E12000002,North West,region,2020-07-16,2
E12000002,North West,region,2020-07-15,5
E12000002,North West,region,2020-07-14,6
E12000002,North West,region,2020-07-13,5
E12000002,North West,region,2020-07-12,2
E12000002,North West,region,2020-07-11,5
E12000002,North West,region,2020-07-10,5
E12000002,North West,region,2020-07-09,7
E12000002,North West,region,2020-07-08,4
E12000002,North West,region,2020-07-07,5
E12000002,North West,region,2020-07-06,11
E12000002,North West,region,2020-07-05,5
E12000002,North West,region,2020-07-04,4
E12000002,North West,region,2020-07-03,7
E12000002,North West,region,2020-07-02,5
E12000002,North West,region,2020-07-01,4
E12000002,North West,region,2020-06-30,9
E12000002,North West,region,2020-06-29,10
E12000002,North West,region,2020-06-28,11
E12000002,North West,region,2020-06-27,9
E12000002,North West,region,2020-06-26,7
E12000002,North West,region,2020-06-25,15
E12000002,North West,region,2020-06-24,14
E12000002,North West,region,2020-06-23,21
E12000002,North West,region,2020-06-22,10
E12000002,North West,region,2020-06-21,7
E12000002,North West,region,2020-06-20,11
E12000002,North West,region,2020-06-19,8
E12000002,North West,region,2020-06-18,14
E12000002,North West,region,2020-06-17,14
E12000002,North West,region,2020-06-16,19
E12000002,North West,region,2020-06-15,15
E12000002,North West,region,2020-06-14,15
E12000002,North West,region,2020-06-13,13
E12000002,North West,region,2020-06-12,17
E12000002,North West,region,2020-06-11,16
E12000002,North West,region,2020-06-10,18
E12000002,North West,region,2020-06-09,18
E12000002,North West,region,2020-06-08,28
E12000002,North West,region,2020-06-07,27
E12000002,North West,region,2020-06-06,29
E12000002,North West,region,2020-06-05,24
E12000002,North West,region,2020-06-04,30
E12000002,North West,region,2020-06-03,29
E12000002,North West,region,2020-06-02,26
E12000002,North West,region,2020-06-01,23
E12000002,North West,region,2020-05-31,18
E12000002,North West,region,2020-05-30,28
E12000002,North West,region,2020-05-29,27
E12000002,North West,region,2020-05-28,40
E12000002,North West,region,2020-05-27,33
E12000002,North West,region,2020-05-26,31
E12000002,North West,region,2020-05-25,35
E12000002,North West,region,2020-05-24,36
E12000002,North West,region,2020-05-23,40
E12000002,North West,region,2020-05-22,29
E12000002,North West,region,2020-05-21,42
E12000002,North West,region,2020-05-20,34
E12000002,North West,region,2020-05-19,51
E12000002,North West,region,2020-05-18,37
E12000002,North West,region,2020-05-17,37
E12000002,North West,region,2020-05-16,51
E12000002,North West,region,2020-05-15,59
E12000002,North West,region,2020-05-14,39
E12000002,North West,region,2020-05-13,36
E12000002,North West,region,2020-05-12,62
E12000002,North West,region,2020-05-11,52
E12000002,North West,region,2020-05-10,71
E12000002,North West,region,2020-05-09,48
E12000002,North West,region,2020-05-08,68
E12000002,North West,region,2020-05-07,76
E12000002,North West,region,2020-05-06,67
E12000002,North West,region,2020-05-05,62
E12000002,North West,region,2020-05-04,76
E12000002,North West,region,2020-05-03,77
E12000002,North West,region,2020-05-02,78
E12000002,North West,region,2020-05-01,73
E12000002,North West,region,2020-04-30,91
E12000002,North West,region,2020-04-29,86
E12000002,North West,region,2020-04-28,82
E12000002,North West,region,2020-04-27,89
E12000002,North West,region,2020-04-26,93
E12000002,North West,region,2020-04-25,93
E12000002,North West,region,2020-04-24,106
E12000002,North West,region,2020-04-23,112
E12000002,North West,region,2020-04-22,127
E12000002,North West,region,2020-04-21,107
E12000002,North West,region,2020-04-20,105
E12000002,North West,region,2020-04-19,94
E12000002,North West,region,2020-04-18,134
E12000002,North West,region,2020-04-17,117
E12000002,North West,region,2020-04-16,166
E12000002,North West,region,2020-04-15,128
E12000002,North West,region,2020-04-14,152
E12000002,North West,region,2020-04-13,145
E12000002,North West,region,2020-04-12,153
E12000002,North West,region,2020-04-11,154
E12000002,North West,region,2020-04-10,141
E12000002,North West,region,2020-04-09,132
E12000002,North West,region,2020-04-08,137
E12000002,North West,region,2020-04-07,160
E12000002,North West,region,2020-04-06,108
E12000002,North West,region,2020-04-05,120
E12000002,North West,region,2020-04-04,101
E12000002,North West,region,2020-04-03,112
E12000002,North West,region,2020-04-02,113
E12000002,North West,region,2020-04-01,97
E12000002,North West,region,2020-03-31,62
E12000002,North West,region,2020-03-30,72
E12000002,North West,region,2020-03-29,49
E12000002,North West,region,2020-03-28,38
E12000002,North West,region,2020-03-27,41
E12000002,North West,region,2020-03-26,31
E12000002,North West,region,2020-03-25,23
E12000002,North West,region,2020-03-24,22
E12000002,North West,region,2020-03-23,21
E12000002,North West,region,2020-03-22,12
E12000002,North West,region,2020-03-21,13
E12000002,North West,region,2020-03-20,9
E12000002,North West,region,2020-03-19,10
E12000002,North West,region,2020-03-18,7
E12000002,North West,region,2020-03-17,4
E12000002,North West,region,2020-03-16,2
E12000002,North West,region,2020-03-15,4
E12000002,North West,region,2020-03-14,2
E12000002,North West,region,2020-03-13,3
E12000002,North West,region,2020-03-12,0
E12000002,North West,region,2020-03-11,1
E12000002,North West,region,2020-03-10,0
E12000002,North West,region,2020-03-09,0
E12000002,North West,region,2020-03-08,1
E12000003,Yorkshire and The Humber,region,2023-07-03,0
E12000003,Yorkshire and The Humber,region,2023-07-02,1
E12000003,Yorkshire and The Humber,region,2023-07-01,0
E12000003,Yorkshire and The Humber,region,2023-06-30,1
E12000003,Yorkshire and The Humber,region,2023-06-29,2
E12000003,Yorkshire and The Humber,region,2023-06-28,1
E12000003,Yorkshire and The Humber,region,2023-06-27,0
E12000003,Yorkshire and The Humber,region,2023-06-26,0
E12000003,Yorkshire and The Humber,region,2023-06-25,3
E12000003,Yorkshire and The Humber,region,2023-06-24,0
E12000003,Yorkshire and The Humber,region,2023-06-23,3
E12000003,Yorkshire and The Humber,region,2023-06-22,3
E12000003,Yorkshire and The Humber,region,2023-06-21,1
E12000003,Yorkshire and The Humber,region,2023-06-20,2
E12000003,Yorkshire and The Humber,region,2023-06-19,0
E12000003,Yorkshire and The Humber,region,2023-06-18,4
E12000003,Yorkshire and The Humber,region,2023-06-17,2
E12000003,Yorkshire and The Humber,region,2023-06-16,0
E12000003,Yorkshire and The Humber,region,2023-06-15,2
E12000003,Yorkshire and The Humber,region,2023-06-14,1
E12000003,Yorkshire and The Humber,region,2023-06-13,3
E12000003,Yorkshire and The Humber,region,2023-06-12,4
E12000003,Yorkshire and The Humber,region,2023-06-11,0
E12000003,Yorkshire and The Humber,region,2023-06-10,5
E12000003,Yorkshire and The Humber,region,2023-06-09,2
E12000003,Yorkshire and The Humber,region,2023-06-08,4
E12000003,Yorkshire and The Humber,region,2023-06-07,3
E12000003,Yorkshire and The Humber,region,2023-06-06,5
E12000003,Yorkshire and The Humber,region,2023-06-05,2
E12000003,Yorkshire and The Humber,region,2023-06-04,0
E12000003,Yorkshire and The Humber,region,2023-06-03,7
E12000003,Yorkshire and The Humber,region,2023-06-02,3
E12000003,Yorkshire and The Humber,region,2023-06-01,3
E12000003,Yorkshire and The Humber,region,2023-05-31,6
E12000003,Yorkshire and The Humber,region,2023-05-30,7
E12000003,Yorkshire and The Humber,region,2023-05-29,1
E12000003,Yorkshire and The Humber,region,2023-05-28,0
E12000003,Yorkshire and The Humber,region,2023-05-27,7
E12000003,Yorkshire and The Humber,region,2023-05-26,6
E12000003,Yorkshire and The Humber,region,2023-05-25,2
E12000003,Yorkshire and The Humber,region,2023-05-24,6
E12000003,Yorkshire and The Humber,region,2023-05-23,4
E12000003,Yorkshire and The Humber,region,2023-05-22,5
E12000003,Yorkshire and The Humber,region,2023-05-21,3
E12000003,Yorkshire and The Humber,region,2023-05-20,4
E12000003,Yorkshire and The Humber,region,2023-05-19,6
E12000003,Yorkshire and The Humber,region,2023-05-18,2
E12000003,Yorkshire and The Humber,region,2023-05-17,4
E12000003,Yorkshire and The Humber,region,2023-05-16,5
E12000003,Yorkshire and The Humber,region,2023-05-15,1
E12000003,Yorkshire and The Humber,region,2023-05-14,8
E12000003,Yorkshire and The Humber,region,2023-05-13,4
E12000003,Yorkshire and The Humber,region,2023-05-12,4
E12000003,Yorkshire and The Humber,region,2023-05-11,4
E12000003,Yorkshire and The Humber,region,2023-05-10,2
E12000003,Yorkshire and The Humber,region,2023-05-09,4
E12000003,Yorkshire and The Humber,region,2023-05-08,8
E12000003,Yorkshire and The Humber,region,2023-05-07,6
E12000003,Yorkshire and The Humber,region,2023-05-06,5
E12000003,Yorkshire and The Humber,region,2023-05-05,4
E12000003,Yorkshire and The Humber,region,2023-05-04,8
E12000003,Yorkshire and The Humber,region,2023-05-03,10
E12000003,Yorkshire and The Humber,region,2023-05-02,8
E12000003,Yorkshire and The Humber,region,2023-05-01,8
E12000003,Yorkshire and The Humber,region,2023-04-30,10
E12000003,Yorkshire and The Humber,region,2023-04-29,7
E12000003,Yorkshire and The Humber,region,2023-04-28,7
E12000003,Yorkshire and The Humber,region,2023-04-27,8
E12000003,Yorkshire and The Humber,region,2023-04-26,5
E12000003,Yorkshire and The Humber,region,2023-04-25,6
E12000003,Yorkshire and The Humber,region,2023-04-24,2
E12000003,Yorkshire and The Humber,region,2023-04-23,9
E12000003,Yorkshire and The Humber,region,2023-04-22,15
E12000003,Yorkshire and The Humber,region,2023-04-21,11
E12000003,Yorkshire and The Humber,region,2023-04-20,4
E12000003,Yorkshire and The Humber,region,2023-04-19,9
E12000003,Yorkshire and The Humber,region,2023-04-18,12
E12000003,Yorkshire and The Humber,region,2023-04-17,13
E12000003,Yorkshire and The Humber,region,2023-04-16,13
E12000003,Yorkshire and The Humber,region,2023-04-15,8
E12000003,Yorkshire and The Humber,region,2023-04-14,8
E12000003,Yorkshire and The Humber,region,2023-04-13,9
E12000003,Yorkshire and The Humber,region,2023-04-12,6
E12000003,Yorkshire and The Humber,region,2023-04-11,7
E12000003,Yorkshire and The Humber,region,2023-04-10,15
E12000003,Yorkshire and The Humber,region,2023-04-09,18
E12000003,Yorkshire and The Humber,region,2023-04-08,14
E12000003,Yorkshire and The Humber,region,2023-04-07,13
E12000003,Yorkshire and The Humber,region,2023-04-06,10
E12000003,Yorkshire and The Humber,region,2023-04-05,6
E12000003,Yorkshire and The Humber,region,2023-04-04,15
E12000003,Yorkshire and The Humber,region,2023-04-03,15
E12000003,Yorkshire and The Humber,region,2023-04-02,9
E12000003,Yorkshire and The Humber,region,2023-04-01,7
E12000003,Yorkshire and The Humber,region,2023-03-31,14
E12000003,Yorkshire and The Humber,region,2023-03-30,20
E12000003,Yorkshire and The Humber,region,2023-03-29,21
E12000003,Yorkshire and The Humber,region,2023-03-28,18
E12000003,Yorkshire and The Humber,region,2023-03-27,11
E12000003,Yorkshire and The Humber,region,2023-03-26,17
E12000003,Yorkshire and The Humber,region,2023-03-25,14
E12000003,Yorkshire and The Humber,region,2023-03-24,13
E12000003,Yorkshire and The Humber,region,2023-03-23,12
E12000003,Yorkshire and The Humber,region,2023-03-22,19
E12000003,Yorkshire and The Humber,region,2023-03-21,21
E12000003,Yorkshire and The Humber,region,2023-03-20,12
E12000003,Yorkshire and The Humber,region,2023-03-19,11
E12000003,Yorkshire and The Humber,region,2023-03-18,13
E12000003,Yorkshire and The Humber,region,2023-03-17,20
E12000003,Yorkshire and The Humber,region,2023-03-16,14
E12000003,Yorkshire and The Humber,region,2023-03-15,16
E12000003,Yorkshire and The Humber,region,2023-03-14,9
E12000003,Yorkshire and The Humber,region,2023-03-13,11
E12000003,Yorkshire and The Humber,region,2023-03-12,21
E12000003,Yorkshire and The Humber,region,2023-03-11,10
E12000003,Yorkshire and The Humber,region,2023-03-10,12
E12000003,Yorkshire and The Humber,region,2023-03-09,12
E12000003,Yorkshire and The Humber,region,2023-03-08,10
E12000003,Yorkshire and The Humber,region,2023-03-07,13
E12000003,Yorkshire and The Humber,region,2023-03-06,17
E12000003,Yorkshire and The Humber,region,2023-03-05,21
E12000003,Yorkshire and The Humber,region,2023-03-04,7
E12000003,Yorkshire and The Humber,region,2023-03-03,13
E12000003,Yorkshire and The Humber,region,2023-03-02,18
E12000003,Yorkshire and The Humber,region,2023-03-01,12
E12000003,Yorkshire and The Humber,region,2023-02-28,16
E12000003,Yorkshire and The Humber,region,2023-02-27,10
E12000003,Yorkshire and The Humber,region,2023-02-26,8
E12000003,Yorkshire and The Humber,region,2023-02-25,9
E12000003,Yorkshire and The Humber,region,2023-02-24,15
E12000003,Yorkshire and The Humber,region,2023-02-23,7
E12000003,Yorkshire and The Humber,region,2023-02-22,9
E12000003,Yorkshire and The Humber,region,2023-02-21,11
E12000003,Yorkshire and The Humber,region,2023-02-20,12
E12000003,Yorkshire and The Humber,region,2023-02-19,11
E12000003,Yorkshire and The Humber,region,2023-02-18,9
E12000003,Yorkshire and The Humber,region,2023-02-17,10
E12000003,Yorkshire and The Humber,region,2023-02-16,5
E12000003,Yorkshire and The Humber,region,2023-02-15,9
E12000003,Yorkshire and The Humber,region,2023-02-14,15
E12000003,Yorkshire and The Humber,region,2023-02-13,6
E12000003,Yorkshire and The Humber,region,2023-02-12,13
E12000003,Yorkshire and The Humber,region,2023-02-11,17
E12000003,Yorkshire and The Humber,region,2023-02-10,15
E12000003,Yorkshire and The Humber,region,2023-02-09,9
E12000003,Yorkshire and The Humber,region,2023-02-08,12
E12000003,Yorkshire and The Humber,region,2023-02-07,8
E12000003,Yorkshire and The Humber,region,2023-02-06,9
E12000003,Yorkshire and The Humber,region,2023-02-05,11
E12000003,Yorkshire and The Humber,region,2023-02-04,5
E12000003,Yorkshire and The Humber,region,2023-02-03,11
E12000003,Yorkshire and The Humber,region,2023-02-02,5
E12000003,Yorkshire and The Humber,region,2023-02-01,17
E12000003,Yorkshire and The Humber,region,2023-01-31,11
E12000003,Yorkshire and The Humber,region,2023-01-30,11
E12000003,Yorkshire and The Humber,region,2023-01-29,6
E12000003,Yorkshire and The Humber,region,2023-01-28,8
E12000003,Yorkshire and The Humber,region,2023-01-27,13
E12000003,Yorkshire and The Humber,region,2023-01-26,6
E12000003,Yorkshire and The Humber,region,2023-01-25,14
E12000003,Yorkshire and The Humber,region,2023-01-24,13
E12000003,Yorkshire and The Humber,region,2023-01-23,9
E12000003,Yorkshire and The Humber,region,2023-01-22,12
E12000003,Yorkshire and The Humber,region,2023-01-21,14
E12000003,Yorkshire and The Humber,region,2023-01-20,14
E12000003,Yorkshire and The Humber,region,2023-01-19,16
E12000003,Yorkshire and The Humber,region,2023-01-18,13
E12000003,Yorkshire and The Humber,region,2023-01-17,7
E12000003,Yorkshire and The Humber,region,2023-01-16,13
E12000003,Yorkshire and The Humber,region,2023-01-15,12
E12000003,Yorkshire and The Humber,region,2023-01-14,13
E12000003,Yorkshire and The Humber,region,2023-01-13,17
E12000003,Yorkshire and The Humber,region,2023-01-12,12
E12000003,Yorkshire and The Humber,region,2023-01-11,16
E12000003,Yorkshire and The Humber,region,2023-01-10,12
E12000003,Yorkshire and The Humber,region,2023-01-09,14
E12000003,Yorkshire and The Humber,region,2023-01-08,10
E12000003,Yorkshire and The Humber,region,2023-01-07,14
E12000003,Yorkshire and The Humber,region,2023-01-06,15
E12000003,Yorkshire and The Humber,region,2023-01-05,13
E12000003,Yorkshire and The Humber,region,2023-01-04,20
E12000003,Yorkshire and The Humber,region,2023-01-03,16
E12000003,Yorkshire and The Humber,region,2023-01-02,5
E12000003,Yorkshire and The Humber,region,2023-01-01,17
E12000003,Yorkshire and The Humber,region,2022-12-31,18
E12000003,Yorkshire and The Humber,region,2022-12-30,14
E12000003,Yorkshire and The Humber,region,2022-12-29,5
E12000003,Yorkshire and The Humber,region,2022-12-28,13
E12000003,Yorkshire and The Humber,region,2022-12-27,8
E12000003,Yorkshire and The Humber,region,2022-12-26,11
E12000003,Yorkshire and The Humber,region,2022-12-25,12
E12000003,Yorkshire and The Humber,region,2022-12-24,12
E12000003,Yorkshire and The Humber,region,2022-12-23,14
E12000003,Yorkshire and The Humber,region,2022-12-22,12
E12000003,Yorkshire and The Humber,region,2022-12-21,8
E12000003,Yorkshire and The Humber,region,2022-12-20,21
E12000003,Yorkshire and The Humber,region,2022-12-19,11
E12000003,Yorkshire and The Humber,region,2022-12-18,11
E12000003,Yorkshire and The Humber,region,2022-12-17,8
E12000003,Yorkshire and The Humber,region,2022-12-16,12
E12000003,Yorkshire and The Humber,region,2022-12-15,10
E12000003,Yorkshire and The Humber,region,2022-12-14,4
E12000003,Yorkshire and The Humber,region,2022-12-13,6
E12000003,Yorkshire and The Humber,region,2022-12-12,7
E12000003,Yorkshire and The Humber,region,2022-12-11,12
E12000003,Yorkshire and The Humber,region,2022-12-10,7
E12000003,Yorkshire and The Humber,region,2022-12-09,9
E12000003,Yorkshire and The Humber,region,2022-12-08,9
E12000003,Yorkshire and The Humber,region,2022-12-07,5
E12000003,Yorkshire and The Humber,region,2022-12-06,8
E12000003,Yorkshire and The Humber,region,2022-12-05,5
E12000003,Yorkshire and The Humber,region,2022-12-04,7
E12000003,Yorkshire and The Humber,region,2022-12-03,6
E12000003,Yorkshire and The Humber,region,2022-12-02,6
E12000003,Yorkshire and The Humber,region,2022-12-01,6
E12000003,Yorkshire and The Humber,region,2022-11-30,3
E12000003,Yorkshire and The Humber,region,2022-11-29,5
E12000003,Yorkshire and The Humber,region,2022-11-28,5
E12000003,Yorkshire and The Humber,region,2022-11-27,5
E12000003,Yorkshire and The Humber,region,2022-11-26,4
E12000003,Yorkshire and The Humber,region,2022-11-25,6
E12000003,Yorkshire and The Humber,region,2022-11-24,6
E12000003,Yorkshire and The Humber,region,2022-11-23,10
E12000003,Yorkshire and The Humber,region,2022-11-22,2
E12000003,Yorkshire and The Humber,region,2022-11-21,10
E12000003,Yorkshire and The Humber,region,2022-11-20,5
E12000003,Yorkshire and The Humber,region,2022-11-19,6
E12000003,Yorkshire and The Humber,region,2022-11-18,8
E12000003,Yorkshire and The Humber,region,2022-11-17,9
E12000003,Yorkshire and The Humber,region,2022-11-16,8
E12000003,Yorkshire and The Humber,region,2022-11-15,7
E12000003,Yorkshire and The Humber,region,2022-11-14,6
E12000003,Yorkshire and The Humber,region,2022-11-13,12
E12000003,Yorkshire and The Humber,region,2022-11-12,8
E12000003,Yorkshire and The Humber,region,2022-11-11,12
E12000003,Yorkshire and The Humber,region,2022-11-10,10
E12000003,Yorkshire and The Humber,region,2022-11-09,9
E12000003,Yorkshire and The Humber,region,2022-11-08,10
E12000003,Yorkshire and The Humber,region,2022-11-07,11
E12000003,Yorkshire and The Humber,region,2022-11-06,9
E12000003,Yorkshire and The Humber,region,2022-11-05,7
E12000003,Yorkshire and The Humber,region,2022-11-04,7
E12000003,Yorkshire and The Humber,region,2022-11-03,16
E12000003,Yorkshire and The Humber,region,2022-11-02,7
E12000003,Yorkshire and The Humber,region,2022-11-01,10
E12000003,Yorkshire and The Humber,region,2022-10-31,18
E12000003,Yorkshire and The Humber,region,2022-10-30,11
E12000003,Yorkshire and The Humber,region,2022-10-29,13
E12000003,Yorkshire and The Humber,region,2022-10-28,12
E12000003,Yorkshire and The Humber,region,2022-10-27,13
E12000003,Yorkshire and The Humber,region,2022-10-26,21
E12000003,Yorkshire and The Humber,region,2022-10-25,12
E12000003,Yorkshire and The Humber,region,2022-10-24,17
E12000003,Yorkshire and The Humber,region,2022-10-23,15
E12000003,Yorkshire and The Humber,region,2022-10-22,23
E12000003,Yorkshire and The Humber,region,2022-10-21,11
E12000003,Yorkshire and The Humber,region,2022-10-20,15
E12000003,Yorkshire and The Humber,region,2022-10-19,16
E12000003,Yorkshire and The Humber,region,2022-10-18,13
E12000003,Yorkshire and The Humber,region,2022-10-17,14
E12000003,Yorkshire and The Humber,region,2022-10-16,21
E12000003,Yorkshire and The Humber,region,2022-10-15,14
E12000003,Yorkshire and The Humber,region,2022-10-14,12
E12000003,Yorkshire and The Humber,region,2022-10-13,13
E12000003,Yorkshire and The Humber,region,2022-10-12,14
E12000003,Yorkshire and The Humber,region,2022-10-11,14
E12000003,Yorkshire and The Humber,region,2022-10-10,14
E12000003,Yorkshire and The Humber,region,2022-10-09,16
E12000003,Yorkshire and The Humber,region,2022-10-08,14
E12000003,Yorkshire and The Humber,region,2022-10-07,19
E12000003,Yorkshire and The Humber,region,2022-10-06,18
E12000003,Yorkshire and The Humber,region,2022-10-05,13
E12000003,Yorkshire and The Humber,region,2022-10-04,14
E12000003,Yorkshire and The Humber,region,2022-10-03,12
E12000003,Yorkshire and The Humber,region,2022-10-02,14
E12000003,Yorkshire and The Humber,region,2022-10-01,15
E12000003,Yorkshire and The Humber,region,2022-09-30,8
E12000003,Yorkshire and The Humber,region,2022-09-29,16
E12000003,Yorkshire and The Humber,region,2022-09-28,9
E12000003,Yorkshire and The Humber,region,2022-09-27,11
E12000003,Yorkshire and The Humber,region,2022-09-26,13
E12000003,Yorkshire and The Humber,region,2022-09-25,5
E12000003,Yorkshire and The Humber,region,2022-09-24,7
E12000003,Yorkshire and The Humber,region,2022-09-23,10
E12000003,Yorkshire and The Humber,region,2022-09-22,7
E12000003,Yorkshire and The Humber,region,2022-09-21,5
E12000003,Yorkshire and The Humber,region,2022-09-20,7
E12000003,Yorkshire and The Humber,region,2022-09-19,8
E12000003,Yorkshire and The Humber,region,2022-09-18,6
E12000003,Yorkshire and The Humber,region,2022-09-17,6
E12000003,Yorkshire and The Humber,region,2022-09-16,4
E12000003,Yorkshire and The Humber,region,2022-09-15,6
E12000003,Yorkshire and The Humber,region,2022-09-14,5
E12000003,Yorkshire and The Humber,region,2022-09-13,11
E12000003,Yorkshire and The Humber,region,2022-09-12,8
E12000003,Yorkshire and The Humber,region,2022-09-11,7
E12000003,Yorkshire and The Humber,region,2022-09-10,6
E12000003,Yorkshire and The Humber,region,2022-09-09,8
E12000003,Yorkshire and The Humber,region,2022-09-08,6
E12000003,Yorkshire and The Humber,region,2022-09-07,10
E12000003,Yorkshire and The Humber,region,2022-09-06,6
E12000003,Yorkshire and The Humber,region,2022-09-05,10
E12000003,Yorkshire and The Humber,region,2022-09-04,11
E12000003,Yorkshire and The Humber,region,2022-09-03,7
E12000003,Yorkshire and The Humber,region,2022-09-02,4
E12000003,Yorkshire and The Humber,region,2022-09-01,4
E12000003,Yorkshire and The Humber,region,2022-08-31,11
E12000003,Yorkshire and The Humber,region,2022-08-30,4
E12000003,Yorkshire and The Humber,region,2022-08-29,6
E12000003,Yorkshire and The Humber,region,2022-08-28,4
E12000003,Yorkshire and The Humber,region,2022-08-27,8
E12000003,Yorkshire and The Humber,region,2022-08-26,6
E12000003,Yorkshire and The Humber,region,2022-08-25,6
E12000003,Yorkshire and The Humber,region,2022-08-24,8
E12000003,Yorkshire and The Humber,region,2022-08-23,9
E12000003,Yorkshire and The Humber,region,2022-08-22,7
E12000003,Yorkshire and The Humber,region,2022-08-21,9
E12000003,Yorkshire and The Humber,region,2022-08-20,9
E12000003,Yorkshire and The Humber,region,2022-08-19,4
E12000003,Yorkshire and The Humber,region,2022-08-18,11
E12000003,Yorkshire and The Humber,region,2022-08-17,10
E12000003,Yorkshire and The Humber,region,2022-08-16,10
E12000003,Yorkshire and The Humber,region,2022-08-15,14
E12000003,Yorkshire and The Humber,region,2022-08-14,7
E12000003,Yorkshire and The Humber,region,2022-08-13,9
E12000003,Yorkshire and The Humber,region,2022-08-12,14
E12000003,Yorkshire and The Humber,region,2022-08-11,19
E12000003,Yorkshire and The Humber,region,2022-08-10,10
E12000003,Yorkshire and The Humber,region,2022-08-09,13
E12000003,Yorkshire and The Humber,region,2022-08-08,10
E12000003,Yorkshire and The Humber,region,2022-08-07,10
E12000003,Yorkshire and The Humber,region,2022-08-06,14
E12000003,Yorkshire and The Humber,region,2022-08-05,15
E12000003,Yorkshire and The Humber,region,2022-08-04,9
E12000003,Yorkshire and The Humber,region,2022-08-03,16
E12000003,Yorkshire and The Humber,region,2022-08-02,21
E12000003,Yorkshire and The Humber,region,2022-08-01,15
E12000003,Yorkshire and The Humber,region,2022-07-31,17
E12000003,Yorkshire and The Humber,region,2022-07-30,15
E12000003,Yorkshire and The Humber,region,2022-07-29,20
E12000003,Yorkshire and The Humber,region,2022-07-28,11
E12000003,Yorkshire and The Humber,region,2022-07-27,10
E12000003,Yorkshire and The Humber,region,2022-07-26,12
E12000003,Yorkshire and The Humber,region,2022-07-25,12
E12000003,Yorkshire and The Humber,region,2022-07-24,19
E12000003,Yorkshire and The Humber,region,2022-07-23,14
E12000003,Yorkshire and The Humber,region,2022-07-22,6
E12000003,Yorkshire and The Humber,region,2022-07-21,22
E12000003,Yorkshire and The Humber,region,2022-07-20,27
E12000003,Yorkshire and The Humber,region,2022-07-19,33
E12000003,Yorkshire and The Humber,region,2022-07-18,17
E12000003,Yorkshire and The Humber,region,2022-07-17,15
E12000003,Yorkshire and The Humber,region,2022-07-16,10
E12000003,Yorkshire and The Humber,region,2022-07-15,11
E12000003,Yorkshire and The Humber,region,2022-07-14,19
