dt,Crude Oil
2012-01-01T00:00:00,
2012-01-08T00:00:00,
2012-01-15T00:00:00,
2012-01-22T00:00:00,
2012-01-29T00:00:00,
2012-02-05T00:00:00,
2012-02-12T00:00:00,
2012-02-19T00:00:00,
2012-02-26T00:00:00,
2012-03-04T00:00:00,
2012-03-11T00:00:00,
2012-03-18T00:00:00,
2012-03-25T00:00:00,
2012-04-01T00:00:00,
2012-04-08T00:00:00,
2012-04-15T00:00:00,
2012-04-22T00:00:00,
2012-04-29T00:00:00,
2012-05-06T00:00:00,
2012-05-13T00:00:00,
2012-05-20T00:00:00,
2012-05-27T00:00:00,
2012-06-03T00:00:00,
2012-06-10T00:00:00,
2012-06-17T00:00:00,
2012-06-24T00:00:00,
2012-07-01T00:00:00,
2012-07-08T00:00:00,
2012-07-15T00:00:00,
2012-07-22T00:00:00,
2012-07-29T00:00:00,
2012-08-05T00:00:00,
2012-08-12T00:00:00,
2012-08-19T00:00:00,
2012-08-26T00:00:00,
2012-09-02T00:00:00,
2012-09-09T00:00:00,
2012-09-16T00:00:00,
2012-09-23T00:00:00,
2012-09-30T00:00:00,
2012-10-07T00:00:00,
2012-10-14T00:00:00,
2012-10-21T00:00:00,
2012-10-28T00:00:00,
2012-11-04T00:00:00,
2012-11-11T00:00:00,
2012-11-18T00:00:00,
2012-11-25T00:00:00,
2012-12-02T00:00:00,
2012-12-09T00:00:00,
2012-12-16T00:00:00,
2012-12-23T00:00:00,
2012-12-30T00:00:00,2.8519753519753444
2013-01-06T00:00:00,2.484673946582472
2013-01-13T00:00:00,2.765781377779497
2013-01-20T00:00:00,2.6839542920566117
2013-01-27T00:00:00,2.863001295786116
2013-02-03T00:00:00,3.1196960578518063
2013-02-10T00:00:00,3.206489498814502
2013-02-17T00:00:00,3.443562444352466
2013-02-24T00:00:00,3.1386821339733473
2013-03-03T00:00:00,3.424275501103513
2013-03-10T00:00:00,3.502296815893402
2013-03-17T00:00:00,3.4916175656447335
2013-03-24T00:00:00,3.101470351391966
2013-03-31T00:00:00,2.479614494259952
2013-04-07T00:00:00,2.2336334191214835
2013-04-14T00:00:00,1.7477044536275521
2013-04-21T00:00:00,1.457658036904519
2013-04-28T00:00:00,1.813559242966356
2013-05-05T00:00:00,1.4892135230555548
2013-05-12T00:00:00,1.2308891559444701
2013-05-19T00:00:00,1.1166662648658399
2013-05-26T00:00:00,1.187203372656942
2013-06-02T00:00:00,0.6176312720946209
2013-06-09T00:00:00,0.8689462776833246
2013-06-16T00:00:00,0.6314331871682288
2013-06-23T00:00:00,0.6454519687162152
2013-06-30T00:00:00,0.08472007615538679
2013-07-07T00:00:00,-0.3969646725646703
2013-07-14T00:00:00,-0.9649300968377461
2013-07-21T00:00:00,-1.4775212139854665
2013-07-28T00:00:00,-0.8363439846812204
2013-08-04T00:00:00,-0.6132442365268775
2013-08-11T00:00:00,-0.5318668158040274
2013-08-18T00:00:00,-0.15756660382929555
2013-08-25T00:00:00,-0.2316888485714763
2013-09-01T00:00:00,0.29751730215528127
2013-09-08T00:00:00,0.18215592927037783
2013-09-15T00:00:00,-1.0337123486463984
2013-09-22T00:00:00,-0.5568174529209546
2013-09-29T00:00:00,0.004812909923090913
2013-10-06T00:00:00,0.4886358711116978
2013-10-13T00:00:00,0.5943532215354264
2013-10-20T00:00:00,0.5303351718285887
2013-10-27T00:00:00,1.1054901861646593
2013-11-03T00:00:00,1.085998397829857
2013-11-10T00:00:00,1.2297271049820369
2013-11-17T00:00:00,1.4035619241048014
2013-11-24T00:00:00,1.7126955545681888
2013-12-01T00:00:00,1.4138694575323463
2013-12-08T00:00:00,0.34227552336587586
2013-12-15T00:00:00,0.15722901902028852
2013-12-22T00:00:00,-0.23151731079699145
2013-12-29T00:00:00,0.15594028198173682
2014-01-05T00:00:00,-0.22192661462498986
2014-01-12T00:00:00,-0.8872939618348008
2014-01-19T00:00:00,-1.0571797328374877
2014-01-26T00:00:00,-1.0246852577964427
2014-02-02T00:00:00,-1.2588384737309388
2014-02-09T00:00:00,-1.0197394904017387
2014-02-16T00:00:00,-1.3114102859402066
2014-02-23T00:00:00,-1.4089597731504866
2014-03-02T00:00:00,-1.6270931570935288
2014-03-09T00:00:00,-1.2938633855088755
2014-03-16T00:00:00,-0.6312637326979731
2014-03-23T00:00:00,-0.3185178475366035
2014-03-30T00:00:00,-0.7866545330829311
