areaCode,areaName,areaType,date,newCasesByPublishDate,newDeaths28DaysByPublishDate
E92000001,England,nation,2020-08-28,1106,9
E92000001,England,nation,2020-08-27,1350,10
E92000001,England,nation,2020-08-26,875,13
E92000001,England,nation,2020-08-25,1065,16
E92000001,England,nation,2020-08-24,758,3
E92000001,England,nation,2020-08-23,938,4
E92000001,England,nation,2020-08-22,1060,17
E92000001,England,nation,2020-08-21,908,2
E92000001,England,nation,2020-08-20,1035,6
E92000001,England,nation,2020-08-19,707,15
E92000001,England,nation,2020-08-18,975,11
E92000001,England,nation,2020-08-17,634,3
E92000001,England,nation,2020-08-16,952,3
E92000001,England,nation,2020-08-15,934,2
E92000001,England,nation,2020-08-14,1284,10
E92000001,England,nation,2020-08-13,1059,18
E92000001,England,nation,2020-08-12,925,15
E92000001,England,nation,2020-08-11,1035,11
E92000001,England,nation,2020-08-10,699,17
E92000001,England,nation,2020-08-09,988,5
E92000001,England,nation,2020-08-08,679,2
E92000001,England,nation,2020-08-07,796,5
E92000001,England,nation,2020-08-06,826,15
E92000001,England,nation,2020-08-05,804,12
E92000001,England,nation,2020-08-04,617,17
E92000001,England,nation,2020-08-03,856,1
E92000001,England,nation,2020-08-02,676,2
E92000001,England,nation,2020-08-01,722,11
E92000001,England,nation,2020-07-31,814,14
E92000001,England,nation,2020-07-30,812,0
E92000001,England,nation,2020-07-29,700,29
E92000001,England,nation,2020-07-28,547,21
E92000001,England,nation,2020-07-27,616,3
E92000001,England,nation,2020-07-26,721,7
E92000001,England,nation,2020-07-25,710,15
E92000001,England,nation,2020-07-24,688,32
E92000001,England,nation,2020-07-23,702,9
E92000001,England,nation,2020-07-22,519,16
E92000001,England,nation,2020-07-21,399,25
E92000001,England,nation,2020-07-20,535,10
E92000001,England,nation,2020-07-19,672,10
E92000001,England,nation,2020-07-18,796,9
E92000001,England,nation,2020-07-17,635,25
E92000001,England,nation,2020-07-16,597,23
E92000001,England,nation,2020-07-15,506,24
E92000001,England,nation,2020-07-14,372,42
E92000001,England,nation,2020-07-13,497,8
E92000001,England,nation,2020-07-12,615,9
E92000001,England,nation,2020-07-11,806,16
E92000001,England,nation,2020-07-10,480,34
E92000001,England,nation,2020-07-09,617,29
E92000001,England,nation,2020-07-08,606,52
E92000001,England,nation,2020-07-07,572,50
E92000001,England,nation,2020-07-06,331,11
E92000001,England,nation,2020-07-05,492,18
E92000001,England,nation,2020-07-04,579,27
E92000001,England,nation,2020-07-03,502,45
E92000001,England,nation,2020-07-02,523,31
E92000001,England,nation,2020-07-01,177,90
E92000001,England,nation,2020-06-30,196,47
E92000001,England,nation,2020-06-29,99,17
E92000001,England,nation,2020-06-28,142,28
E92000001,England,nation,2020-06-27,192,34
E92000001,England,nation,2020-06-26,175,76
E92000001,England,nation,2020-06-25,261,91
E92000001,England,nation,2020-06-24,107,74
E92000001,England,nation,2020-06-23,210,84
E92000001,England,nation,2020-06-22,178,13
E92000001,England,nation,2020-06-21,215,30
E92000001,England,nation,2020-06-20,324,67
E92000001,England,nation,2020-06-19,323,73
E92000001,England,nation,2020-06-18,281,60
E92000001,England,nation,2020-06-17,252,90
E92000001,England,nation,2020-06-16,252,106
E92000001,England,nation,2020-06-15,219,25
E92000001,England,nation,2020-06-14,292,23
E92000001,England,nation,2020-06-13,372,94
E92000001,England,nation,2020-06-12,392,117
E92000001,England,nation,2020-06-11,304,64
E92000001,England,nation,2020-06-10,63,143
E92000001,England,nation,2020-06-09,651,179
E92000001,England,nation,2020-06-08,92,44
E92000001,England,nation,2020-06-07,228,49
E92000001,England,nation,2020-06-06,422,126
E92000001,England,nation,2020-06-05,451,239
E92000001,England,nation,2020-06-04,431,112
E92000001,England,nation,2020-06-03,462,218
E92000001,England,nation,2020-06-02,444,228
E92000001,England,nation,2020-06-01,294,79
E92000001,England,nation,2020-05-31,320,39
E92000001,England,nation,2020-05-30,715,117
E92000001,England,nation,2020-05-29,560,246
E92000001,England,nation,2020-05-28,519,315
E92000001,England,nation,2020-05-27,609,396
E92000001,England,nation,2020-05-26,492,105
E92000001,England,nation,2020-05-25,494,86
E92000001,England,nation,2020-05-24,584,362
E92000001,England,nation,2020-05-23,979,197
E92000001,England,nation,2020-05-22,1083,257
E92000001,England,nation,2020-05-21,854,220
E92000001,England,nation,2020-05-20,824,259
E92000001,England,nation,2020-05-19,857,447
E92000001,England,nation,2020-05-18,816,134
E92000001,England,nation,2020-05-17,788,43
E92000001,England,nation,2020-05-16,1136,348
E92000001,England,nation,2020-05-15,1112,280
E92000001,England,nation,2020-05-14,1189,303
E92000001,England,nation,2020-05-13,1146,362
E92000001,England,nation,2020-05-12,1067,539
E92000001,England,nation,2020-05-11,891,174
E92000001,England,nation,2020-05-10,1007,190
E92000001,England,nation,2020-05-09,1349,226
E92000001,England,nation,2020-05-08,1694,498
E92000001,England,nation,2020-05-07,2133,377
E92000001,England,nation,2020-05-06,1611,529
E92000001,England,nation,2020-05-05,1842,639
E92000001,England,nation,2020-05-04,1485,247
E92000001,England,nation,2020-05-03,2019,222
E92000001,England,nation,2020-05-02,2228,485
E92000001,England,nation,2020-05-01,2501,623
E92000001,England,nation,2020-04-30,2484,543
E92000001,England,nation,2020-04-29,1403,604
E92000001,England,nation,2020-04-28,1989,862
E92000001,England,nation,2020-04-27,2264,289
E92000001,England,nation,2020-04-26,2152,327
E92000001,England,nation,2020-04-25,2826,729
E92000001,England,nation,2020-04-24,3004,821
E92000001,England,nation,2020-04-23,3084,594
E92000001,England,nation,2020-04-22,3020,725
E92000001,England,nation,2020-04-21,3087,1116
E92000001,England,nation,2020-04-20,2401,536
E92000001,England,nation,2020-04-19,3607,380
E92000001,England,nation,2020-04-18,3548,1004
E92000001,England,nation,2020-04-17,3985,826
E92000001,England,nation,2020-04-16,3118,906
E92000001,England,nation,2020-04-15,3188,730
E92000001,England,nation,2020-04-14,3854,1007
E92000001,England,nation,2020-04-13,2999,694
E92000001,England,nation,2020-04-12,3672,604
E92000001,England,nation,2020-04-11,3841,745
E92000001,England,nation,2020-04-10,4263,1035
E92000001,England,nation,2020-04-09,3798,990
E92000001,England,nation,2020-04-08,4788,922
E92000001,England,nation,2020-04-07,2978,1009
E92000001,England,nation,2020-04-06,3176,531
E92000001,England,nation,2020-04-05,5107,578
E92000001,England,nation,2020-04-04,2910,689
E92000001,England,nation,2020-04-03,3576,654
E92000001,England,nation,2020-04-02,3583,603
E92000001,England,nation,2020-04-01,3630,613
E92000001,England,nation,2020-03-31,2414,368
E92000001,England,nation,2020-03-30,2107,353
E92000001,England,nation,2020-03-29,2060,195
E92000001,England,nation,2020-03-28,2139,279
E92000001,England,nation,2020-03-27,2506,271
E92000001,England,nation,2020-03-26,1809,169
E92000001,England,nation,2020-03-25,1130,178
E92000001,England,nation,2020-03-24,1258,143
E92000001,England,nation,2020-03-23,793,67
E92000001,England,nation,2020-03-22,535,24
E92000001,England,nation,2020-03-21,873,54
E92000001,England,nation,2020-03-20,628,32
E92000001,England,nation,2020-03-19,574,42
E92000001,England,nation,2020-03-18,625,33
E92000001,England,nation,2020-03-17,361,15
E92000001,England,nation,2020-03-16,97,22
E92000001,England,nation,2020-03-15,253,14
E92000001,England,nation,2020-03-14,201,18
E92000001,England,nation,2020-03-13,159,1
E92000001,England,nation,2020-03-12,99,2
E92000001,England,nation,2020-03-11,63,0
E92000001,England,nation,2020-03-10,46,4
E92000001,England,nation,2020-03-09,40,1
E92000001,England,nation,2020-03-08,58,0
E92000001,England,nation,2020-03-07,39,1
E92000001,England,nation,2020-03-06,39,1
E92000001,England,nation,2020-03-05,25,
E92000001,England,nation,2020-03-04,32,
E92000001,England,nation,2020-03-03,11,
E92000001,England,nation,2020-03-02,4,
E92000001,England,nation,2020-03-01,12,
E92000001,England,nation,2020-02-29,3,
E92000001,England,nation,2020-02-28,5,
E92000001,England,nation,2020-02-27,0,
E92000001,England,nation,2020-02-26,0,
E92000001,England,nation,2020-02-25,0,
E92000001,England,nation,2020-02-24,4,
E92000001,England,nation,2020-02-23,0,
E92000001,England,nation,2020-02-22,0,
E92000001,England,nation,2020-02-21,0,
E92000001,England,nation,2020-02-20,0,
E92000001,England,nation,2020-02-19,0,
E92000001,England,nation,2020-02-18,0,
E92000001,England,nation,2020-02-17,0,
E92000001,England,nation,2020-02-16,0,
E92000001,England,nation,2020-02-15,0,
E92000001,England,nation,2020-02-14,0,
E92000001,England,nation,2020-02-13,1,
E92000001,England,nation,2020-02-12,0,
E92000001,England,nation,2020-02-11,0,
E92000001,England,nation,2020-02-10,4,
E92000001,England,nation,2020-02-09,1,
E92000001,England,nation,2020-02-08,0,
E92000001,England,nation,2020-02-07,0,
E92000001,England,nation,2020-02-06,1,
E92000001,England,nation,2020-02-05,0,
E92000001,England,nation,2020-02-04,0,
E92000001,England,nation,2020-02-03,0,
E92000001,England,nation,2020-02-02,0,
E92000001,England,nation,2020-02-01,0,
E92000001,England,nation,2020-01-31,2,
N92000002,Northern Ireland,nation,2022-05-20,262,0
N92000002,Northern Ireland,nation,2022-05-19,263,4
N92000002,Northern Ireland,nation,2022-05-18,332,1
N92000002,Northern Ireland,nation,2022-05-17,363,2
N92000002,Northern Ireland,nation,2022-05-16,252,1
N92000002,Northern Ireland,nation,2022-05-15,173,0
N92000002,Northern Ireland,nation,2022-05-14,1082,5
N92000002,Northern Ireland,nation,2022-05-13,0,0
N92000002,Northern Ireland,nation,2022-05-12,0,0
N92000002,Northern Ireland,nation,2022-05-11,0,0
N92000002,Northern Ireland,nation,2022-05-10,394,3
N92000002,Northern Ireland,nation,2022-05-09,796,3
N92000002,Northern Ireland,nation,2022-05-08,0,0
N92000002,Northern Ireland,nation,2022-05-07,0,0
N92000002,Northern Ireland,nation,2022-05-06,316,1
N92000002,Northern Ireland,nation,2022-05-05,362,1
N92000002,Northern Ireland,nation,2022-05-04,378,1
N92000002,Northern Ireland,nation,2022-05-03,1002,6
N92000002,Northern Ireland,nation,2022-05-02,0,0
N92000002,Northern Ireland,nation,2022-05-01,0,0
N92000002,Northern Ireland,nation,2022-04-30,0,0
N92000002,Northern Ireland,nation,2022-04-29,329,1
N92000002,Northern Ireland,nation,2022-04-28,355,2
N92000002,Northern Ireland,nation,2022-04-27,365,1
N92000002,Northern Ireland,nation,2022-04-26,480,4
N92000002,Northern Ireland,nation,2022-04-25,1279,4
N92000002,Northern Ireland,nation,2022-04-24,0,0
N92000002,Northern Ireland,nation,2022-04-23,0,0
N92000002,Northern Ireland,nation,2022-04-22,707,3
N92000002,Northern Ireland,nation,2022-04-21,752,9
N92000002,Northern Ireland,nation,2022-04-20,588,2
N92000002,Northern Ireland,nation,2022-04-19,2695,14
N92000002,Northern Ireland,nation,2022-04-18,0,0
N92000002,Northern Ireland,nation,2022-04-17,0,0
N92000002,Northern Ireland,nation,2022-04-16,0,0
N92000002,Northern Ireland,nation,2022-04-15,0,0
N92000002,Northern Ireland,nation,2022-04-14,791,5
N92000002,Northern Ireland,nation,2022-04-13,770,3
N92000002,Northern Ireland,nation,2022-04-12,927,2
N92000002,Northern Ireland,nation,2022-04-11,1873,9
N92000002,Northern Ireland,nation,2022-04-10,0,0
N92000002,Northern Ireland,nation,2022-04-09,0,0
N92000002,Northern Ireland,nation,2022-04-08,983,5
N92000002,Northern Ireland,nation,2022-04-07,1133,5
N92000002,Northern Ireland,nation,2022-04-06,1155,2
N92000002,Northern Ireland,nation,2022-04-05,1387,4
N92000002,Northern Ireland,nation,2022-04-04,2688,13
N92000002,Northern Ireland,nation,2022-04-03,0,0
N92000002,Northern Ireland,nation,2022-04-02,0,0
N92000002,Northern Ireland,nation,2022-04-01,1218,6
N92000002,Northern Ireland,nation,2022-03-31,1461,3
N92000002,Northern Ireland,nation,2022-03-30,1414,5
N92000002,Northern Ireland,nation,2022-03-29,1731,9
N92000002,Northern Ireland,nation,2022-03-28,3841,14
N92000002,Northern Ireland,nation,2022-03-27,0,0
N92000002,Northern Ireland,nation,2022-03-26,0,0
N92000002,Northern Ireland,nation,2022-03-25,1910,5
N92000002,Northern Ireland,nation,2022-03-24,2524,2
N92000002,Northern Ireland,nation,2022-03-23,2269,3
N92000002,Northern Ireland,nation,2022-03-22,2899,8
N92000002,Northern Ireland,nation,2022-03-21,5355,10
N92000002,Northern Ireland,nation,2022-03-20,0,0
N92000002,Northern Ireland,nation,2022-03-19,0,0
N92000002,Northern Ireland,nation,2022-03-18,1798,0
N92000002,Northern Ireland,nation,2022-03-17,2054,3
N92000002,Northern Ireland,nation,2022-03-16,2391,5
N92000002,Northern Ireland,nation,2022-03-15,2605,5
N92000002,Northern Ireland,nation,2022-03-14,5523,7
N92000002,Northern Ireland,nation,2022-03-13,0,0
N92000002,Northern Ireland,nation,2022-03-12,0,0
N92000002,Northern Ireland,nation,2022-03-11,2270,1
N92000002,Northern Ireland,nation,2022-03-10,2602,4
N92000002,Northern Ireland,nation,2022-03-09,2683,4
N92000002,Northern Ireland,nation,2022-03-08,2669,5
N92000002,Northern Ireland,nation,2022-03-07,5769,9
N92000002,Northern Ireland,nation,2022-03-06,0,0
N92000002,Northern Ireland,nation,2022-03-05,0,0
N92000002,Northern Ireland,nation,2022-03-04,2236,3
N92000002,Northern Ireland,nation,2022-03-03,2408,3
N92000002,Northern Ireland,nation,2022-03-02,2407,4
N92000002,Northern Ireland,nation,2022-03-01,2567,5
N92000002,Northern Ireland,nation,2022-02-28,5168,12
N92000002,Northern Ireland,nation,2022-02-27,0,0
N92000002,Northern Ireland,nation,2022-02-26,0,0
N92000002,Northern Ireland,nation,2022-02-25,2068,2
N92000002,Northern Ireland,nation,2022-02-24,2486,2
N92000002,Northern Ireland,nation,2022-02-23,2294,4
N92000002,Northern Ireland,nation,2022-02-22,2951,5
N92000002,Northern Ireland,nation,2022-02-21,2235,4
N92000002,Northern Ireland,nation,2022-02-20,1865,5
N92000002,Northern Ireland,nation,2022-02-19,2147,5
N92000002,Northern Ireland,nation,2022-02-18,2469,4
N92000002,Northern Ireland,nation,2022-02-17,3027,1
N92000002,Northern Ireland,nation,2022-02-16,2889,5
N92000002,Northern Ireland,nation,2022-02-15,2987,4
N92000002,Northern Ireland,nation,2022-02-14,2465,2
N92000002,Northern Ireland,nation,2022-02-13,2158,1
N92000002,Northern Ireland,nation,2022-02-12,2633,4
N92000002,Northern Ireland,nation,2022-02-11,2923,4
N92000002,Northern Ireland,nation,2022-02-10,3609,7
N92000002,Northern Ireland,nation,2022-02-09,3837,2
N92000002,Northern Ireland,nation,2022-02-08,3959,6
N92000002,Northern Ireland,nation,2022-02-07,3105,2
N92000002,Northern Ireland,nation,2022-02-06,2694,1
N92000002,Northern Ireland,nation,2022-02-05,3201,3
N92000002,Northern Ireland,nation,2022-02-04,3833,1
N92000002,Northern Ireland,nation,2022-02-03,4203,3
N92000002,Northern Ireland,nation,2022-02-02,4769,5
N92000002,Northern Ireland,nation,2022-02-01,4622,4
N92000002,Northern Ireland,nation,2022-01-31,4159,3
N92000002,Northern Ireland,nation,2022-01-30,3069,6
N92000002,Northern Ireland,nation,2022-01-29,3590,3
N92000002,Northern Ireland,nation,2022-01-28,3737,8
N92000002,Northern Ireland,nation,2022-01-27,4243,6
N92000002,Northern Ireland,nation,2022-01-26,4383,9
N92000002,Northern Ireland,nation,2022-01-25,5023,5
N92000002,Northern Ireland,nation,2022-01-24,3932,1
N92000002,Northern Ireland,nation,2022-01-23,3059,5
N92000002,Northern Ireland,nation,2022-01-22,3476,5
N92000002,Northern Ireland,nation,2022-01-21,3568,6
N92000002,Northern Ireland,nation,2022-01-20,3879,2
N92000002,Northern Ireland,nation,2022-01-19,4451,6
N92000002,Northern Ireland,nation,2022-01-18,4081,6
N92000002,Northern Ireland,nation,2022-01-17,3295,4
N92000002,Northern Ireland,nation,2022-01-16,2518,3
N92000002,Northern Ireland,nation,2022-01-15,2668,0
N92000002,Northern Ireland,nation,2022-01-14,2954,4
N92000002,Northern Ireland,nation,2022-01-13,2980,14
N92000002,Northern Ireland,nation,2022-01-12,2922,2
N92000002,Northern Ireland,nation,2022-01-11,3420,1
N92000002,Northern Ireland,nation,2022-01-10,2706,6
N92000002,Northern Ireland,nation,2022-01-09,3760,2
N92000002,Northern Ireland,nation,2022-01-08,3458,5
N92000002,Northern Ireland,nation,2022-01-07,6444,0
N92000002,Northern Ireland,nation,2022-01-06,6877,4
N92000002,Northern Ireland,nation,2022-01-05,7133,3
N92000002,Northern Ireland,nation,2022-01-04,30423,15
N92000002,Northern Ireland,nation,2022-01-03,0,0
N92000002,Northern Ireland,nation,2022-01-02,0,0
N92000002,Northern Ireland,nation,2022-01-01,0,0
N92000002,Northern Ireland,nation,2021-12-31,7215,1
N92000002,Northern Ireland,nation,2021-12-30,4701,3
N92000002,Northern Ireland,nation,2021-12-29,22972,14
N92000002,Northern Ireland,nation,2021-12-28,0,0
N92000002,Northern Ireland,nation,2021-12-27,0,0
N92000002,Northern Ireland,nation,2021-12-26,0,0
N92000002,Northern Ireland,nation,2021-12-25,0,0
N92000002,Northern Ireland,nation,2021-12-24,3286,3
N92000002,Northern Ireland,nation,2021-12-23,3227,1
N92000002,Northern Ireland,nation,2021-12-22,3231,3
N92000002,Northern Ireland,nation,2021-12-21,2096,3
N92000002,Northern Ireland,nation,2021-12-20,2148,1
N92000002,Northern Ireland,nation,2021-12-19,1798,2
N92000002,Northern Ireland,nation,2021-12-18,2075,5
N92000002,Northern Ireland,nation,2021-12-17,1887,3
N92000002,Northern Ireland,nation,2021-12-16,2237,6
N92000002,Northern Ireland,nation,2021-12-15,2156,4
N92000002,Northern Ireland,nation,2021-12-14,1581,4
N92000002,Northern Ireland,nation,2021-12-13,1431,4
N92000002,Northern Ireland,nation,2021-12-12,1548,3
N92000002,Northern Ireland,nation,2021-12-11,1446,3
N92000002,Northern Ireland,nation,2021-12-10,1806,2
N92000002,Northern Ireland,nation,2021-12-09,1819,4
N92000002,Northern Ireland,nation,2021-12-08,1933,5
N92000002,Northern Ireland,nation,2021-12-07,1658,5
N92000002,Northern Ireland,nation,2021-12-06,1635,1
N92000002,Northern Ireland,nation,2021-12-05,1422,7
N92000002,Northern Ireland,nation,2021-12-04,1642,9
N92000002,Northern Ireland,nation,2021-12-03,1908,4
N92000002,Northern Ireland,nation,2021-12-02,2272,2
N92000002,Northern Ireland,nation,2021-12-01,1992,4
N92000002,Northern Ireland,nation,2021-11-30,1585,2
N92000002,Northern Ireland,nation,2021-11-29,1464,4
N92000002,Northern Ireland,nation,2021-11-28,1405,2
N92000002,Northern Ireland,nation,2021-11-27,1482,2
N92000002,Northern Ireland,nation,2021-11-26,2004,9
N92000002,Northern Ireland,nation,2021-11-25,1549,5
N92000002,Northern Ireland,nation,2021-11-24,1931,4
N92000002,Northern Ireland,nation,2021-11-23,1476,4
N92000002,Northern Ireland,nation,2021-11-22,1469,3
N92000002,Northern Ireland,nation,2021-11-21,1406,7
N92000002,Northern Ireland,nation,2021-11-20,1846,6
N92000002,Northern Ireland,nation,2021-11-19,1690,7
N92000002,Northern Ireland,nation,2021-11-18,1681,6
N92000002,Northern Ireland,nation,2021-11-17,1848,12
N92000002,Northern Ireland,nation,2021-11-16,1698,5
N92000002,Northern Ireland,nation,2021-11-15,1457,5
N92000002,Northern Ireland,nation,2021-11-14,1377,5
N92000002,Northern Ireland,nation,2021-11-13,1806,3
N92000002,Northern Ireland,nation,2021-11-12,1087,2
N92000002,Northern Ireland,nation,2021-11-11,1462,6
N92000002,Northern Ireland,nation,2021-11-10,1765,7
N92000002,Northern Ireland,nation,2021-11-09,1228,7
N92000002,Northern Ireland,nation,2021-11-08,1028,11
N92000002,Northern Ireland,nation,2021-11-07,1035,4
N92000002,Northern Ireland,nation,2021-11-06,1194,6
N92000002,Northern Ireland,nation,2021-11-05,1164,4
N92000002,Northern Ireland,nation,2021-11-04,1481,12
N92000002,Northern Ireland,nation,2021-11-03,995,9
N92000002,Northern Ireland,nation,2021-11-02,1114,2
N92000002,Northern Ireland,nation,2021-11-01,948,10
N92000002,Northern Ireland,nation,2021-10-31,1001,6
N92000002,Northern Ireland,nation,2021-10-30,1207,8
N92000002,Northern Ireland,nation,2021-10-29,1321,7
N92000002,Northern Ireland,nation,2021-10-28,1122,9
N92000002,Northern Ireland,nation,2021-10-27,1291,6
N92000002,Northern Ireland,nation,2021-10-26,1124,4
N92000002,Northern Ireland,nation,2021-10-25,1019,4
N92000002,Northern Ireland,nation,2021-10-24,1061,5
N92000002,Northern Ireland,nation,2021-10-23,1323,10
N92000002,Northern Ireland,nation,2021-10-22,1355,7
N92000002,Northern Ireland,nation,2021-10-21,1051,4
N92000002,Northern Ireland,nation,2021-10-20,1423,6
N92000002,Northern Ireland,nation,2021-10-19,1367,8
N92000002,Northern Ireland,nation,2021-10-18,1091,3
N92000002,Northern Ireland,nation,2021-10-17,966,4
N92000002,Northern Ireland,nation,2021-10-16,1218,4
N92000002,Northern Ireland,nation,2021-10-15,1349,4
N92000002,Northern Ireland,nation,2021-10-14,1304,6
N92000002,Northern Ireland,nation,2021-10-13,1471,1
N92000002,Northern Ireland,nation,2021-10-12,1278,6
N92000002,Northern Ireland,nation,2021-10-11,1109,5
N92000002,Northern Ireland,nation,2021-10-10,1115,3
N92000002,Northern Ireland,nation,2021-10-09,1274,4
N92000002,Northern Ireland,nation,2021-10-08,1276,2
N92000002,Northern Ireland,nation,2021-10-07,1305,4
N92000002,Northern Ireland,nation,2021-10-06,1339,2
N92000002,Northern Ireland,nation,2021-10-05,1209,3
N92000002,Northern Ireland,nation,2021-10-04,1080,3
N92000002,Northern Ireland,nation,2021-10-03,892,2
N92000002,Northern Ireland,nation,2021-10-02,992,1
N92000002,Northern Ireland,nation,2021-10-01,1039,8
N92000002,Northern Ireland,nation,2021-09-30,1163,2
N92000002,Northern Ireland,nation,2021-09-29,1320,2
N92000002,Northern Ireland,nation,2021-09-28,1078,4
N92000002,Northern Ireland,nation,2021-09-27,903,4
N92000002,Northern Ireland,nation,2021-09-26,1020,6
N92000002,Northern Ireland,nation,2021-09-25,1120,5
N92000002,Northern Ireland,nation,2021-09-24,1030,8
N92000002,Northern Ireland,nation,2021-09-23,1165,8
N92000002,Northern Ireland,nation,2021-09-22,1060,4
N92000002,Northern Ireland,nation,2021-09-21,1145,4
N92000002,Northern Ireland,nation,2021-09-20,1020,5
N92000002,Northern Ireland,nation,2021-09-19,889,5
N92000002,Northern Ireland,nation,2021-09-18,1072,6
N92000002,Northern Ireland,nation,2021-09-17,1239,10
N92000002,Northern Ireland,nation,2021-09-16,1071,5
N92000002,Northern Ireland,nation,2021-09-15,1304,10
N92000002,Northern Ireland,nation,2021-09-14,1590,7
N92000002,Northern Ireland,nation,2021-09-13,1199,8
N92000002,Northern Ireland,nation,2021-09-12,1031,6
N92000002,Northern Ireland,nation,2021-09-11,1424,3
N92000002,Northern Ireland,nation,2021-09-10,1687,6
N92000002,Northern Ireland,nation,2021-09-09,1831,8
N92000002,Northern Ireland,nation,2021-09-08,1210,6
N92000002,Northern Ireland,nation,2021-09-07,1748,7
N92000002,Northern Ireland,nation,2021-09-06,1764,9
N92000002,Northern Ireland,nation,2021-09-05,1232,7
N92000002,Northern Ireland,nation,2021-09-04,1812,7
N92000002,Northern Ireland,nation,2021-09-03,1248,9
N92000002,Northern Ireland,nation,2021-09-02,793,12
N92000002,Northern Ireland,nation,2021-09-01,1472,9
N92000002,Northern Ireland,nation,2021-08-31,1313,6
N92000002,Northern Ireland,nation,2021-08-30,1259,6
N92000002,Northern Ireland,nation,2021-08-29,1225,9
N92000002,Northern Ireland,nation,2021-08-28,1430,6
N92000002,Northern Ireland,nation,2021-08-27,1875,5
N92000002,Northern Ireland,nation,2021-08-26,1550,4
N92000002,Northern Ireland,nation,2021-08-25,1771,5
N92000002,Northern Ireland,nation,2021-08-24,1648,12
N92000002,Northern Ireland,nation,2021-08-23,1320,9
N92000002,Northern Ireland,nation,2021-08-22,1485,11
N92000002,Northern Ireland,nation,2021-08-21,1612,4
N92000002,Northern Ireland,nation,2021-08-20,2397,9
N92000002,Northern Ireland,nation,2021-08-19,1963,9
N92000002,Northern Ireland,nation,2021-08-18,1345,11
N92000002,Northern Ireland,nation,2021-08-17,1564,7
N92000002,Northern Ireland,nation,2021-08-16,1306,3
N92000002,Northern Ireland,nation,2021-08-15,1294,3
N92000002,Northern Ireland,nation,2021-08-14,1437,5
N92000002,Northern Ireland,nation,2021-08-13,1389,4
N92000002,Northern Ireland,nation,2021-08-12,1610,3
N92000002,Northern Ireland,nation,2021-08-11,1467,3
N92000002,Northern Ireland,nation,2021-08-10,1305,2
N92000002,Northern Ireland,nation,2021-08-09,1031,8
N92000002,Northern Ireland,nation,2021-08-08,1129,1
N92000002,Northern Ireland,nation,2021-08-07,1349,6
N92000002,Northern Ireland,nation,2021-08-06,1434,4
N92000002,Northern Ireland,nation,2021-08-05,1641,3
N92000002,Northern Ireland,nation,2021-08-04,1040,1
N92000002,Northern Ireland,nation,2021-08-03,1082,6
N92000002,Northern Ireland,nation,2021-08-02,872,5
N92000002,Northern Ireland,nation,2021-08-01,1072,5
N92000002,Northern Ireland,nation,2021-07-31,1177,8
N92000002,Northern Ireland,nation,2021-07-30,1101,3
N92000002,Northern Ireland,nation,2021-07-29,1471,2
N92000002,Northern Ireland,nation,2021-07-28,1600,3
N92000002,Northern Ireland,nation,2021-07-27,1473,3
N92000002,Northern Ireland,nation,2021-07-26,639,0
N92000002,Northern Ireland,nation,2021-07-25,1264,2
N92000002,Northern Ireland,nation,2021-07-24,1520,1
N92000002,Northern Ireland,nation,2021-07-23,1337,1
N92000002,Northern Ireland,nation,2021-07-22,1430,0
N92000002,Northern Ireland,nation,2021-07-21,1973,2
N92000002,Northern Ireland,nation,2021-07-20,1138,1
N92000002,Northern Ireland,nation,2021-07-19,1776,1
N92000002,Northern Ireland,nation,2021-07-18,537,1
N92000002,Northern Ireland,nation,2021-07-17,1402,2
N92000002,Northern Ireland,nation,2021-07-16,1380,0
N92000002,Northern Ireland,nation,2021-07-15,1083,0
N92000002,Northern Ireland,nation,2021-07-14,636,1
N92000002,Northern Ireland,nation,2021-07-13,511,0
N92000002,Northern Ireland,nation,2021-07-12,528,0
N92000002,Northern Ireland,nation,2021-07-11,605,1
N92000002,Northern Ireland,nation,2021-07-10,445,1
N92000002,Northern Ireland,nation,2021-07-09,605,0
N92000002,Northern Ireland,nation,2021-07-08,627,0
N92000002,Northern Ireland,nation,2021-07-07,570,0
N92000002,Northern Ireland,nation,2021-07-06,417,0
N92000002,Northern Ireland,nation,2021-07-05,420,0
N92000002,Northern Ireland,nation,2021-07-04,533,0
N92000002,Northern Ireland,nation,2021-07-03,460,0
N92000002,Northern Ireland,nation,2021-07-02,339,1
N92000002,Northern Ireland,nation,2021-07-01,326,0
N92000002,Northern Ireland,nation,2021-06-30,375,0
N92000002,Northern Ireland,nation,2021-06-29,278,0
N92000002,Northern Ireland,nation,2021-06-28,211,0
N92000002,Northern Ireland,nation,2021-06-27,261,0
N92000002,Northern Ireland,nation,2021-06-26,298,0
N92000002,Northern Ireland,nation,2021-06-25,229,0
N92000002,Northern Ireland,nation,2021-06-24,198,0
N92000002,Northern Ireland,nation,2021-06-23,188,0
N92000002,Northern Ireland,nation,2021-06-22,187,0
N92000002,Northern Ireland,nation,2021-06-21,133,0
N92000002,Northern Ireland,nation,2021-06-20,125,0
N92000002,Northern Ireland,nation,2021-06-19,158,0
N92000002,Northern Ireland,nation,2021-06-18,178,0
N92000002,Northern Ireland,nation,2021-06-17,179,0
N92000002,Northern Ireland,nation,2021-06-16,143,0
N92000002,Northern Ireland,nation,2021-06-15,115,0
N92000002,Northern Ireland,nation,2021-06-14,87,0
N92000002,Northern Ireland,nation,2021-06-13,70,0
